2385,SUN AUG 22 05:05:36 2021,5825255,TRUCK,4	4259	PCBB65EF4,22 07:23:48
2386,WED AUG 11 21:52:09 2021,736458,VAN,2	4398	PCE60D320, 2
2387,THU AUG 19 01:24:06 2021,2143542,CAR,2	4356	PCF1979AE,15 10:23:18
2388,MON AUG  2 22:33:26 2021,4929205,CAR,2	4942	PCD51A740, 6
2389,SAT AUG 21 02:41:45 2021,2107435,CAR,2	4927	PC2D22627, 5
2390,THU AUG 12 01:17:32 2021,764188,CAR,2	4058	PC3415EA4,16 03:20:55
2391,TUE AUG  3 07:38:22 2021,4464115,CAR,2	4728	PC07BF95F,13 10:32:14
2392,THU AUG 12 18:06:25 2021,3367963,TRUCK,4	4557	PC6C80A46,20 16:08:06
2393,THU AUG 19 04:47:43 2021,4396339,TRUCK,4	4130	PC9F22103, 3
2394,THU AUG 19 18:58:09 2021,2891442,CAR,2	4995	PCBE6ABE5,19 21:02:23
2395,FRI AUG 20 17:04:40 2021,751154,CAR,2	4104	PC0A63844,19 11:12:44
2396,SUN AUG  8 05:32:53 2021,5688186,CAR,2	4348	PCD66314D, 5
2397,TUE AUG 10 16:12:39 2021,5529818,CAR,2	4599	PC800C92D, 3
2398,SUN AUG  8 21:09:43 2021,5311120,CAR,2	4975	PC818101A,21 01:18:25
2399,FRI AUG 13 16:20:16 2021,3750012,CAR,2	4263	PCD6DBA1D,13 01:45:10
2400,FRI AUG  6 08:00:29 2021,208207,CAR,2	4985	PCCA71D2C, 1
2401,TUE AUG  3 22:44:47 2021,2926595,VAN,2	4502	PCB2CC82C,13 19:54:25
2402,FRI AUG 20 18:37:28 2021,1575438,CAR,2	4061	PC3A63A79,12 05:08:18
2403,WED AUG 11 00:41:08 2021,6733524,CAR,2	4186	PC922BA3E,30 16:25:40
2404,TUE AUG  3 12:47:56 2021,7492188,CAR,2	4072	PC69F3F14, 5
2405,WED AUG  4 18:02:50 2021,1135479,CAR,2	4309	PC5E92F61, 5
2406,SAT AUG  7 09:45:46 2021,3138965,CAR,2	4025	PC5ABB8E4,19 18:42:58
2407,FRI AUG 20 01:47:26 2021,7852976,TRUCK,4	4304	PC89FB76E,17 17:48:45
2408,WED AUG  4 11:27:10 2021,632828,TRUCK,4	4842	PC16F5A24, 5
2409,SUN AUG 15 08:03:00 2021,2585797,CAR,2	4439	PC845CEA6, 1
2410,SAT AUG 14 12:34:36 2021,8101085,CAR,2	4051	PC3B970F2,11 14:44:28
2411,SAT AUG 14 12:45:50 2021,9158382,CAR,2	4961	PC92C5115, 3
2412,TUE AUG 17 06:10:20 2021,8641771,TRUCK,4	4242	PCECC4DE2, 9
2413,SUN AUG 15 04:23:28 2021,845364,CAR,2	4394	PCD3A817A,15 17:15:49
2414,WED AUG  4 15:18:08 2021,1588316,CAR,2	4049	PC4779D38,21 12:42:29
2415,THU AUG  5 19:42:49 2021,3401822,VAN,2	4279	PCCA817EB, 4
2416,SAT AUG 21 18:37:31 2021,9320107,CAR,2	4497	PC76FDDEA,29 15:32:48
2417,SUN AUG  1 00:18:23 2021,3865123,TRUCK,4	4027	PCE7A4F34,12 05:14:32
2418,SAT AUG  7 23:53:41 2021,7275070,CAR,2	4835	PC4645718,12 09:31:14
2419,SUN AUG  8 21:31:19 2021,2321017,CAR,2	4718	PC81E83B9,31 17:23:19
2420,SUN AUG  8 19:54:27 2021,7673521,TRUCK,4	4177	PC9194382, 5
2421,FRI AUG 13 23:31:48 2021,4956858,CAR,2	4777	PCB1132AC,16 22:18:45
2422,SUN AUG  8 21:47:22 2021,9993450,CAR,2	4189	PC7655FC1,16 11:32:19
2423,MON AUG 16 18:18:12 2021,7561525,TRUCK,4	4976	PC5149039,21 08:45:44
2424,SAT AUG  7 13:00:46 2021,8108874,CAR,2	4893	PC3743587, 9
2425,FRI JUL 30 11:34:16 2021,6655900,CAR,2	4992	PCFF0FEB0, 2
2426,MON AUG  9 14:43:20 2021,4698822,CAR,2	4873	PCE01E4DF, 8
2427,SUN AUG  8 03:28:10 2021,5388815,CAR,2	4453	PC5EC8DF5,30 14:58:17
2428,FRI JUL 30 04:43:07 2021,9886417,CAR,2	4769	PC10C50DC,16 11:50:55
2429,SUN AUG 22 12:27:16 2021,5488910,CAR,2	4408	PC3B3BE8F, 4
2430,SAT AUG 21 07:56:09 2021,3725986,CAR,2	4548	PC4486317,11 09:31:22
2431,FRI AUG 13 05:13:41 2021,9352049,TRUCK,4	4189	PC7655FC1,22 05:05:36
2432,MON AUG  9 18:23:22 2021,1984622,CAR,2	4418	PCF6EECB2,11 21:52:09
2433,SAT AUG 21 04:30:46 2021,6697706,CAR,2	4414	PC40BD0F3,19 01:24:06
2434,MON AUG  9 11:36:07 2021,1323739,TRUCK,4	4673	PC66E7418, 2
2435,FRI JUL 30 08:40:44 2021,3216208,CAR,2	4949	PC86E9EB7,21 02:41:45
2436,SUN AUG 22 06:04:30 2021,4626751,CAR,2	4716	PCFCB0018,12 01:17:32
2437,SAT JUL 31 12:51:02 2021,5504023,CAR,2	4548	PC4486317, 3
2438,SAT AUG 21 21:16:08 2021,2752020,CAR,2	4586	PC4A40D50,12 18:06:25
2439,TUE AUG 17 17:58:32 2021,1060400,CAR,2	4131	PC4C9B108,19 04:47:43
2440,FRI AUG 20 06:38:28 2021,635938,CAR,2	4284	PC0DB49FD,19 18:58:09
2441,SAT JUL 31 07:13:35 2021,286361,CAR,2	4167	PC8453073,20 17:04:40
2442,SUN AUG  1 20:06:20 2021,2978497,CAR,2	4135	PCC943ECD, 8
2443,FRI AUG 13 17:16:26 2021,9188647,CAR,2	4639	PC879E7AB,10 16:12:39
2444,FRI AUG 20 08:27:45 2021,3704819,CAR,2	4098	PC89C0554, 8
2445,FRI JUL 30 19:40:59 2021,2705646,CAR,2	4765	PC795A0A3,13 16:20:16
2446,SUN AUG  8 11:58:44 2021,4282435,TRUCK,4	4389	PC7688C61, 6
2447,TUE AUG  3 00:30:19 2021,8884177,CAR,2	4293	PC2A27502, 3
2448,MON AUG 16 09:03:13 2021,5880487,CAR,2	4981	PC6B14C5D,20 18:37:28
2449,SUN AUG  8 10:56:03 2021,5864894,TRUCK,4	4235	PCFB11406,11 00:41:08
2450,SUN AUG  1 23:32:33 2021,850468,CAR,2	4126	PC74CE451, 3
2451,SUN AUG 15 11:48:22 2021,5256095,TRUCK,4	4955	PCE36723C, 4
2452,TUE AUG 17 10:15:11 2021,4838062,VAN,2	4800	PCA4DF48A, 7
2453,WED AUG 18 08:40:46 2021,5580721,VAN,2	4324	PC9C3D708,20 01:47:26
2454,TUE AUG 10 16:48:20 2021,8389825,VAN,2	5004	PC2111CF9, 4
2455,WED AUG 18 12:05:14 2021,2160458,CAR,2	4373	PC8806694,15 08:03:00
2456,TUE AUG 17 18:31:43 2021,2906379,CAR,2	4357	PC434FA62,14 12:34:36
2457,SUN AUG  8 07:20:08 2021,8976339,CAR,2	4539	PC684859B,14 12:45:50
2458,THU AUG  5 05:56:28 2021,509471,CAR,2	4967	PC2AFCB31,17 06:10:20
2459,MON AUG 16 14:07:56 2021,9228444,CAR,2	4342	PCE7F2748,15 04:23:28
2460,SAT AUG  7 11:52:53 2021,739519,CAR,2	4241	PC7241796, 4
2461,TUE AUG 17 13:21:03 2021,7338498,CAR,2	4470	PCB4FF8FA, 5
2462,TUE AUG 17 08:11:31 2021,8819997,TRUCK,4	4251	PCB30E45F,21 18:37:31
2463,WED AUG 18 01:30:00 2021,3729795,TRUCK,4	4389	PC7688C61, 1
2464,TUE AUG 10 02:01:43 2021,6793174,TRUCK,4	4995	PCBE6ABE5, 7
2465,FRI JUL 30 10:27:54 2021,8469780,TRUCK,4	4864	PC259547F, 8
2466,FRI AUG 20 00:15:25 2021,4625148,CAR,2	4593	PC3863F6A, 8
2467,SUN AUG  8 17:11:49 2021,3664211,CAR,2	4932	PC46C4A27,13 23:31:48
2468,SAT AUG  7 15:58:35 2021,3541118,CAR,2	4452	PC8C7C5D7, 8
2469,SAT AUG 14 15:47:20 2021,9350175,TRUCK,4	4517	PC9AF321D,16 18:18:12
2470,FRI JUL 30 09:29:49 2021,8661324,CAR,2	4819	PC454F09B, 7
2471,WED AUG 18 20:07:27 2021,1348753,VAN,2	4473	PC51FDD60,30 11:34:16
2472,THU AUG 19 21:52:52 2021,6507004,VAN,2	4023	PC77793DF, 9
2473,TUE AUG 17 19:25:32 2021,4234641,CAR,2	4323	PC1D9ADA9, 8
2474,THU AUG 19 23:40:49 2021,7017857,TRUCK,4	4176	PC11E9595,30 04:43:07
2475,THU AUG  5 21:20:50 2021,2784669,CAR,2	4357	PC434FA62,22 12:27:16
2476,MON AUG 16 05:04:29 2021,3169810,CAR,2	4021	PC851E565,21 07:56:09
2477,WED AUG  4 10:44:42 2021,9191731,TRUCK,4	4567	PC2C5C1F3,13 05:13:41
2478,SUN AUG  8 06:08:09 2021,8680760,CAR,2	4141	PC13CB69B, 9
2479,TUE AUG 10 13:18:26 2021,5810307,CAR,2	4121	PCEC57A8E,21 04:30:46
2480,FRI AUG 13 20:13:25 2021,624331,VAN,2	4832	PC34ECAB5, 9
2481,SUN AUG  1 21:57:29 2021,7794242,CAR,2	4376	PCA283923,30 08:40:44
2482,SAT JUL 31 09:30:13 2021,8225604,CAR,2	4466	PC6E93A05,22 06:04:30
2483,WED AUG 18 16:41:48 2021,2625080,CAR,2	4829	PCEC030F2,31 12:51:02
2484,THU AUG 12 05:26:53 2021,5144439,CAR,2	4951	PCE9CE23F,21 21:16:08
2485,THU AUG 12 00:05:40 2021,3790896,CAR,2	4102	PC8C9B099,17 17:58:32
2486,SAT AUG 21 18:03:36 2021,1283238,CAR,2	4246	PC95F5F6B,20 06:38:28
2487,FRI JUL 30 19:05:02 2021,8877352,TRUCK,4	4801	PC119E3A6,31 07:13:35
2488,MON AUG  2 13:19:07 2021,4656256,CAR,2	4615	PC1ECBA39, 1
2489,WED AUG 18 18:07:00 2021,2334164,TRUCK,4	4748	PCF2ECD29,13 17:16:26
2490,THU AUG  5 07:09:15 2021,3976368,TRUCK,4	4843	PC400DFFE,20 08:27:45
2491,WED AUG  4 18:40:59 2021,3929327,CAR,2	4165	PC0D2B95C,30 19:40:59
2492,FRI AUG 20 19:44:07 2021,8112065,TRUCK,4	4023	PC77793DF, 8
2493,MON AUG 16 14:08:22 2021,2442180,VAN,2	4411	PC3AA93E6, 3
2494,FRI JUL 30 08:31:26 2021,6761455,CAR,2	4078	PC8473A64,16 09:03:13
2495,THU AUG 19 08:08:25 2021,278933,CAR,2	4966	PC4E6422C, 8
2496,SUN AUG  8 02:26:16 2021,7306445,CAR,2	4352	PC99B9343, 1
2497,WED AUG 18 00:38:47 2021,3936043,CAR,2	4514	PC374C341,15 11:48:22
2498,FRI AUG 13 23:43:55 2021,8247476,CAR,2	4457	PCFBF2259,17 10:15:11
2499,SAT AUG  7 18:16:11 2021,7529143,TRUCK,4	4491	PCA52F720,18 08:40:46
2500,SAT AUG 21 17:27:58 2021,456268,CAR,2	4230	PC19CE0DB,10 16:48:20
2501,SAT AUG 14 19:04:20 2021,1534775,TRUCK,4	4712	PC94168A2,18 12:05:14
2502,WED AUG 18 15:08:35 2021,235822,VAN,2	4356	PCF1979AE,17 18:31:43
2503,SAT AUG 14 09:54:00 2021,8965339,CAR,2	4083	PC90346C9, 8
2504,SUN AUG 15 02:34:56 2021,8140556,TRUCK,4	4129	PCA6127FF, 5
2505,SAT AUG 14 11:19:35 2021,4245691,CAR,2	4545	PC419B1CB,16 14:07:56
2506,TUE AUG 17 01:34:57 2021,9562181,TRUCK,4	5002	PC585BD38, 7
2507,SAT AUG 21 09:20:44 2021,9369195,CAR,2	4426	PCC0E943C,17 13:21:03
2508,SAT AUG 14 14:24:08 2021,6636018,TRUCK,4	4000	PC69C7DF3,17 08:11:31
2509,FRI AUG 13 12:44:04 2021,2767983,CAR,2	4350	PCEDD7E85,18 01:30:00
2510,TUE AUG 10 16:52:44 2021,6468020,CAR,2	4747	PC5E524A1,10 02:01:43
2511,WED AUG 18 02:24:55 2021,7030896,CAR,2	4470	PCB4FF8FA,30 10:27:54
2512,FRI AUG 20 12:22:01 2021,9040684,CAR,2	4957	PC8DFFE65,20 00:15:25
2513,THU AUG 19 12:23:04 2021,4323952,TRUCK,4	4789	PCBE8B2AB, 8
2514,TUE AUG 10 19:46:41 2021,5363679,CAR,2	4637	PCE9C770E, 7
2515,THU AUG 12 23:45:20 2021,2686707,CAR,2	4668	PCBB055C6,14 15:47:20
2516,FRI AUG 13 14:15:33 2021,8569812,CAR,2	4583	PC0567192,30 09:29:49
2517,SAT JUL 31 05:05:15 2021,7094424,TRUCK,4	4697	PCFDB2BA6,18 20:07:27
2518,SUN AUG  8 19:45:49 2021,9121330,TRUCK,4	4453	PC5EC8DF5,19 21:52:52
2519,FRI AUG 13 01:58:20 2021,739165,TRUCK,4	4816	PCB500A9F,17 19:25:32
2520,TUE AUG 17 14:11:59 2021,3366701,TRUCK,4	4373	PC8806694,19 23:40:49
2521,SUN AUG 15 16:27:55 2021,8475949,CAR,2	4648	PC576AD85, 5
2522,SUN AUG 22 00:44:00 2021,9157314,CAR,2	4841	PCE45DE8D,16 05:04:29
2523,WED AUG  4 00:23:58 2021,1788348,CAR,2	4734	PCE4C5D8E, 4
2524,SUN AUG  8 23:10:02 2021,9068512,TRUCK,4	4166	PCE450C55, 8
2525,FRI AUG 20 11:55:12 2021,5627735,CAR,2	4772	PC7368097,10 13:18:26
2526,WED AUG 11 00:41:57 2021,5138193,CAR,2	4757	PC126524C,13 20:13:25
2527,FRI JUL 30 00:48:09 2021,1247680,CAR,2	4987	PCF4A9637, 1
2528,WED AUG 18 12:42:12 2021,9562498,CAR,2	4672	PC03AE86F,31 09:30:13
2529,MON AUG 16 15:21:50 2021,5528211,TRUCK,4	4836	PCE78024A,18 16:41:48
2530,THU AUG  5 00:47:32 2021,3621157,CAR,2	4414	PC40BD0F3,12 05:26:53
2531,MON AUG 16 21:33:12 2021,6595490,VAN,2	4430	PC52EA95D,12 00:05:40
2532,SAT AUG 14 21:31:43 2021,9115257,VAN,2	4114	PC4CD2B81,21 18:03:36
2533,MON AUG  2 01:07:34 2021,470359,CAR,2	5007	PC869BDE8,30 19:05:02
2534,SAT AUG 21 13:43:57 2021,3215207,CAR,2	4932	PC46C4A27, 2
2535,WED AUG 11 11:28:52 2021,9986413,CAR,2	4082	PCF86214E,18 18:07:00
2536,MON AUG 16 17:04:50 2021,235511,TRUCK,4	4120	PC6700C62, 5
2537,SUN AUG 15 07:59:39 2021,2680742,TRUCK,4	4198	PCB0994D1, 4
2538,WED AUG 18 02:59:49 2021,4862591,VAN,2	4891	PC57036DA,20 19:44:07
2539,WED AUG  4 03:26:06 2021,1887312,CAR,2	4852	PC68969FB,16 14:08:22
2540,SAT AUG 21 02:53:20 2021,8533026,TRUCK,4	4600	PCB99E8F9,30 08:31:26
2541,SUN AUG  1 10:18:31 2021,6588186,CAR,2	4250	PCC695DB0,19 08:08:25
2542,SUN AUG  8 17:16:47 2021,4275984,CAR,2	4910	PC75BC2DF, 8
2543,THU AUG  5 00:29:28 2021,581996,CAR,2	4769	PC10C50DC,18 00:38:47
2544,TUE AUG 17 03:32:43 2021,5946672,TRUCK,4	4626	PC93E7766,13 23:43:55
2545,FRI AUG 13 09:50:36 2021,4965045,CAR,2	4102	PC8C9B099, 7
2546,SUN AUG 22 14:33:28 2021,6775664,CAR,2	4478	PCB02917E,21 17:27:58
2547,TUE AUG  3 01:42:18 2021,5256434,CAR,2	4074	PCCAFD014,14 19:04:20
2548,WED AUG 11 04:37:47 2021,8940248,CAR,2	4376	PCA283923,18 15:08:35
2549,TUE AUG  3 07:00:45 2021,9388822,CAR,2	4479	PCCA36E4D,14 09:54:00
2550,TUE AUG  3 07:24:18 2021,5286416,TRUCK,4	4832	PC34ECAB5,15 02:34:56
2551,MON AUG 16 13:28:50 2021,9492828,CAR,2	4553	PC1D57D7F,14 11:19:35
2552,FRI AUG 13 07:47:38 2021,2406598,TRUCK,4	4550	PC21A1833,17 01:34:57
2553,TUE AUG 17 19:22:00 2021,8914418,CAR,2	4564	PC29D136F,21 09:20:44
2554,MON AUG  2 02:11:19 2021,965869,VAN,2	4580	PC48664B7,14 14:24:08
2555,WED AUG 11 07:48:31 2021,5027808,CAR,2	4333	PCCCAD2AC,13 12:44:04
2556,THU AUG  5 07:59:01 2021,9616538,TRUCK,4	4285	PCB524A9F,10 16:52:44
2557,THU AUG  5 19:31:33 2021,2354498,CAR,2	4497	PC76FDDEA,18 02:24:55
2558,SAT AUG 21 12:10:14 2021,9734520,CAR,2	4329	PCF9CCB5A,20 12:22:01
2559,SAT AUG 21 20:51:27 2021,1324683,VAN,2	4658	PC1A58039,19 12:23:04
2560,FRI JUL 30 11:02:01 2021,653766,TRUCK,4	4898	PC0AE9E1B,10 19:46:41
2561,FRI JUL 30 00:23:45 2021,168532,TRUCK,4	4139	PC924C594,12 23:45:20
2562,THU AUG  5 01:40:30 2021,6652157,CAR,2	4081	PCC825DB2,13 14:15:33
2563,SAT AUG  7 06:56:23 2021,2976438,TRUCK,4	4194	PC96AD1EB,31 05:05:15
2564,MON AUG  2 21:26:19 2021,5132790,CAR,2	4084	PC71D433F, 8
2565,SAT AUG 14 15:19:45 2021,4529955,CAR,2	4281	PC2804C85,13 01:58:20
2566,THU AUG 12 00:42:18 2021,1689578,CAR,2	4285	PCB524A9F,17 14:11:59
2567,WED AUG  4 16:13:33 2021,7390427,CAR,2	4154	PC2C2EF9E,15 16:27:55
2568,SUN AUG 15 04:36:16 2021,212966,TRUCK,4	4928	PC16E79D4,22 00:44:00
2569,MON AUG  2 03:44:31 2021,4626329,CAR,2	4066	PC883FCA9, 4
2570,SAT JUL 31 17:10:31 2021,582983,CAR,2	4758	PCCE12794, 8
2571,TUE AUG  3 16:22:05 2021,6415311,CAR,2	4679	PC88494D0,20 11:55:12
2572,SUN AUG  8 23:55:20 2021,2025201,VAN,2	4584	PC1085B78,11 00:41:57
2573,MON AUG 16 07:41:14 2021,6636442,VAN,2	4372	PC1E0F3B6,30 00:48:09
2574,FRI AUG  6 11:42:03 2021,520208,VAN,2	4801	PC119E3A6,18 12:42:12
2575,TUE AUG  3 14:48:05 2021,5924388,CAR,2	4695	PC4A5D62F,16 15:21:50
2576,FRI AUG 13 03:01:44 2021,7397736,CAR,2	4752	PC99A4177, 5
2577,TUE AUG 17 20:38:59 2021,8390915,CAR,2	4826	PCE1DDBB4,16 21:33:12
2578,MON AUG  2 07:08:30 2021,767864,CAR,2	4786	PCB7F1F8A,14 21:31:43
2579,FRI AUG  6 08:34:34 2021,2244410,CAR,2	4219	PC40E6113, 2
2580,SAT AUG  7 10:02:04 2021,6093278,CAR,2	4487	PCA92F2BD,21 13:43:57
2581,FRI AUG 13 01:02:03 2021,3708274,VAN,2	4586	PC4A40D50,11 11:28:52
2582,THU AUG 12 21:05:42 2021,7449792,CAR,2	4516	PCF7F25B7,16 17:04:50
2583,TUE AUG 10 14:18:27 2021,7449385,TRUCK,4	4869	PCF775FA6,15 07:59:39
2584,SAT AUG 14 14:08:49 2021,9883762,CAR,2	4711	PC340B4DE,18 02:59:49
2585,SUN AUG 15 12:41:52 2021,565331,CAR,2	4170	PC8CA1B15, 4
2586,TUE AUG  3 15:34:20 2021,1634285,CAR,2	4141	PC13CB69B,21 02:53:20
2587,TUE AUG  3 02:39:34 2021,2903232,CAR,2	4627	PCA965149, 1
2588,THU AUG 12 15:48:04 2021,8958561,TRUCK,4	4782	PC6802C08, 8
2589,SAT AUG 21 08:54:41 2021,1023797,CAR,2	4453	PC5EC8DF5, 5
2590,FRI JUL 30 15:52:38 2021,9172998,CAR,2	4156	PC6BCA05F,17 03:32:43
2591,WED AUG 18 11:58:37 2021,4904226,CAR,2	4462	PCE29AA1A,13 09:50:36
2592,THU AUG  5 14:10:34 2021,9038987,CAR,2	4069	PCC48608C,22 14:33:28
2593,WED AUG 18 00:47:39 2021,6406590,VAN,2	4113	PC78D4122, 3
2594,FRI JUL 30 01:59:51 2021,875114,VAN,2	4100	PCC6DD8D5,11 04:37:47
2595,THU AUG 12 02:47:23 2021,5289058,TRUCK,4	4280	PC03A5F23, 3
2596,MON AUG 16 14:53:16 2021,4749205,CAR,2	4600	PCB99E8F9, 3
2597,FRI AUG 13 06:09:04 2021,9737963,TRUCK,4	4154	PC2C2EF9E,16 13:28:50
2598,SUN AUG  1 18:27:51 2021,6434826,CAR,2	4428	PCB616FAD,13 07:47:38
2599,FRI AUG 13 03:37:13 2021,7495880,CAR,2	4613	PCEBBFFB5,17 19:22:00
2600,TUE AUG 17 02:21:41 2021,5521690,CAR,2	4179	PC5738A82, 2
2601,MON AUG  9 08:30:03 2021,8394179,CAR,2	4983	PCC3E4ADA,11 07:48:31
2602,WED AUG  4 04:50:25 2021,5225129,CAR,2	4697	PCFDB2BA6, 5
2603,THU JUL 29 16:38:29 2021,6739882,TRUCK,4	4483	PC7F7FFF0, 5
2604,WED AUG  4 17:55:37 2021,9410321,CAR,2	4486	PC3AF69A3,21 12:10:14
2605,SUN AUG  8 06:57:05 2021,4117834,VAN,2	4990	PCFE28E92,21 20:51:27
2606,MON AUG 16 02:09:11 2021,9456387,CAR,2	4871	PC397AFA3,30 11:02:01
2607,MON AUG  9 01:03:09 2021,7705841,CAR,2	4996	PC6A4F55F,30 00:23:45
2608,TUE AUG  3 19:14:33 2021,7359785,CAR,2	4552	PC05BD3DF, 5
2609,WED AUG 11 18:59:45 2021,3271325,CAR,2	4941	PCA6403C1, 7
2610,TUE AUG 10 14:37:16 2021,6452717,CAR,2	4794	PC4E1366E, 2
2611,FRI AUG  6 17:49:31 2021,2126880,TRUCK,4	4747	PC5E524A1,14 15:19:45
2612,THU JUL 29 22:28:41 2021,4337936,CAR,2	4022	PCF135377,12 00:42:18
2613,SUN AUG  8 16:28:13 2021,6588286,VAN,2	4835	PC4645718, 4
2614,TUE AUG  3 22:57:33 2021,9893046,CAR,2	4025	PC5ABB8E4,15 04:36:16
2615,WED AUG  4 15:41:09 2021,7024032,TRUCK,4	4750	PCD987A9D, 2
2616,FRI AUG 13 07:08:16 2021,9457014,CAR,2	4481	PC30AAE76,31 17:10:31
2617,TUE AUG  3 00:22:38 2021,8990830,CAR,2	4809	PCAD363FC, 3
2618,SUN AUG  8 01:52:22 2021,1544221,TRUCK,4	4353	PC79BCF60, 8
2619,SUN AUG 22 13:48:04 2021,6174370,TRUCK,4	4023	PC77793DF,16 07:41:14
2620,FRI AUG 20 11:49:56 2021,4311930,TRUCK,4	4031	PC0214185, 6
2621,TUE AUG 10 22:36:41 2021,3950484,CAR,2	4596	PC6558A56, 3
2622,THU AUG 12 14:42:52 2021,7868468,CAR,2	4442	PC05C2F86,13 03:01:44
2623,WED AUG 11 03:14:04 2021,2617757,VAN,2	5008	PC48D61BB,17 20:38:59
2624,SAT AUG 14 08:47:01 2021,4569280,CAR,2	4209	PC494D54E, 2
2625,SUN AUG  1 11:57:12 2021,49818,CAR,2	4621	PC9FB4E82, 6
2626,FRI AUG 20 07:54:11 2021,46925,CAR,2	4238	PCE0A2A2F, 7
2627,THU AUG 12 03:19:27 2021,6451013,CAR,2	4619	PC2EFBBE0,13 01:02:03
2628,FRI AUG 20 18:08:40 2021,8804024,CAR,2	4641	PCAA9F518,12 21:05:42
2629,SUN AUG  1 13:47:02 2021,680807,TRUCK,4	4520	PC8140983,10 14:18:27
2630,THU JUL 29 12:22:50 2021,2895421,CAR,2	4723	PC20BD6E6,14 14:08:49
2631,MON AUG  9 23:42:25 2021,5309249,CAR,2	4319	PCAD79413,15 12:41:52
2632,MON AUG 16 15:46:06 2021,3964885,CAR,2	4867	PC5A6D86E, 3
2633,SUN AUG  8 22:53:11 2021,5318954,TRUCK,4	4282	PCCE002E5, 3
2634,MON AUG 16 03:30:05 2021,3123558,CAR,2	4943	PC0A5DC1F,12 15:48:04
2635,SUN AUG 15 15:36:21 2021,2537142,CAR,2	4431	PC3A23C14,21 08:54:41
2636,THU AUG  5 08:10:21 2021,4864249,CAR,2	4687	PC52E7369,30 15:52:38
2637,WED AUG 18 19:27:50 2021,361048,VAN,2	4475	PCCC0D001,18 11:58:37
2638,SUN AUG  1 09:50:37 2021,7235543,TRUCK,4	4325	PC8FC83B3, 5
2639,THU JUL 29 18:27:03 2021,566308,CAR,2	4329	PCF9CCB5A,18 00:47:39
2640,TUE AUG 10 06:40:38 2021,9744593,CAR,2	4418	PCF6EECB2,30 01:59:51
2641,THU JUL 29 17:10:52 2021,4841216,CAR,2	4741	PC85A4D4B,12 02:47:23
2642,MON AUG  2 20:37:19 2021,5107345,CAR,2	4576	PC394C979,16 14:53:16
2643,FRI JUL 30 10:33:31 2021,3014741,CAR,2	4061	PC3A63A79,13 06:09:04
2644,FRI JUL 30 02:28:49 2021,8133355,VAN,2	4820	PCC30C735, 1
2645,THU AUG 12 05:21:32 2021,2583669,CAR,2	4055	PCA06B2F1,13 03:37:13
2646,MON AUG  9 10:33:49 2021,6500025,CAR,2	4071	PCDBBCB68,17 02:21:41
2647,SAT AUG 21 13:04:28 2021,1157629,VAN,2	4906	PC3D58C5E, 9
2648,TUE AUG  3 17:34:28 2021,5397450,CAR,2	4815	PC19C02F1, 4
2649,WED AUG 11 12:57:53 2021,8611035,CAR,2	4057	PC4B0DCD2,29 16:38:29
2650,THU AUG 19 05:29:33 2021,1298769,VAN,2	4943	PC0A5DC1F, 4
2651,SAT AUG 14 15:16:57 2021,2248516,CAR,2	4844	PCC48E3A8, 8
2652,SAT AUG 14 00:53:07 2021,6278319,CAR,2	4419	PC99BB7A3,16 02:09:11
2653,WED AUG 18 09:35:49 2021,4614307,TRUCK,4	4566	PC637A425, 9
2654,SAT AUG 14 13:02:52 2021,2509139,VAN,2	4149	PC99F9ABD, 3
2655,FRI JUL 30 11:29:39 2021,2986069,CAR,2	4288	PC12AA919,11 18:59:45
2656,SAT JUL 31 18:30:07 2021,2614861,CAR,2	4809	PCAD363FC,10 14:37:16
2657,WED AUG 18 15:55:51 2021,28694,CAR,2	4483	PC7F7FFF0, 6
2658,THU JUL 29 14:45:20 2021,4039155,CAR,2	4326	PC356AE8F,29 22:28:41
2659,THU AUG 12 15:10:14 2021,2787413,TRUCK,4	4142	PC7ACFF7C, 8
2660,SAT AUG  7 22:56:05 2021,6142811,TRUCK,4	4248	PC45EBEBC, 3
2661,FRI AUG 13 00:55:56 2021,1830669,VAN,2	4718	PC81E83B9, 4
2662,MON AUG  9 18:52:28 2021,5237693,VAN,2	4718	PC81E83B9,13 07:08:16
2663,TUE AUG 10 21:12:49 2021,993717,TRUCK,4	4110	PCF891CEB, 3
2664,THU JUL 29 21:16:19 2021,1529385,CAR,2	4200	PCBA86754, 8
2665,THU AUG 12 22:20:37 2021,5544386,CAR,2	4364	PCB33ACE8,22 13:48:04
2666,THU JUL 29 12:21:33 2021,1041073,CAR,2	4947	PCE4A44BE,20 11:49:56
2667,THU AUG 19 19:25:05 2021,5047709,VAN,2	4189	PC7655FC1,10 22:36:41
2668,WED AUG 18 19:32:19 2021,58830,CAR,2	4157	PC7305E43,12 14:42:52
2669,MON AUG  2 18:53:23 2021,1847689,CAR,2	4738	PC06E9A80,11 03:14:04
2670,MON AUG  9 19:35:40 2021,6046631,TRUCK,4	4044	PC3546931,14 08:47:01
2671,MON AUG 16 00:17:11 2021,7160838,CAR,2	4206	PCAC34A40, 1
2672,FRI JUL 30 03:12:41 2021,65143,TRUCK,4	4361	PC2E0C888,20 07:54:11
2673,SAT JUL 31 17:39:18 2021,9621393,CAR,2	4907	PCCEEF65A,12 03:19:27
2674,SUN AUG 22 05:24:45 2021,6199844,CAR,2	4762	PC1A3D20B,20 18:08:40
